icdcode,description1,description2
3768,Disorders of the orbit,Other disorders of orbit
3769,Disorders of the orbit,Unspecified
3770,Disorders of optic nerve and visual pathways,Papilloedema
3771,Disorders of optic nerve and visual pathways,Optic atrophy
3772,Disorders of optic nerve and visual pathways,Other disorders of optic disc
3773,Disorders of optic nerve and visual pathways,Optic neuritis
3774,Disorders of optic nerve and visual pathways,Other disorders of optic nerve
3775,Disorders of optic nerve and visual pathways,Disorders of optic chiasm
3776,Disorders of optic nerve and visual pathways,Disorders of other visual pathways
3777,Disorders of optic nerve and visual pathways,Disorders of visual cortex
3779,Disorders of optic nerve and visual pathways,Unspecified
3780,Strabismus and other disorders of binocular eye movements,Convergent concomitant strabismus
3781,Strabismus and other disorders of binocular eye movements,Divergent concomitant strabismus
3782,Strabismus and other disorders of binocular eye movements,Intermittent heterotropia
3783,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia
3784,Strabismus and other disorders of binocular eye movements,Heterophoria
3785,Strabismus and other disorders of binocular eye movements,Paralytic strabismus
3786,Strabismus and other disorders of binocular eye movements,Mechanical strabismus
3787,Strabismus and other disorders of binocular eye movements,Other strabismus
3788,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements
3789,Strabismus and other disorders of binocular eye movements,Unspecified
3790,Other disorders of eye,Scleritis and episcleritis
3791,Other disorders of eye,Other disorders of sclera
3792,Other disorders of eye,Disorders of vitreous body
3793,Other disorders of eye,Aphakia and other disorders of lens
3794,Other disorders of eye,Anomalies of pupillary function
3795,Other disorders of eye,Nystagmus and other irregular eye movements
3798,Other disorders of eye,Other disorders of eye and adnexa
3799,Other disorders of eye,Unspecified
3800,Disorders of external ear,Perichondritis of pinna
3801,Disorders of external ear,Infective otitis externa
3802,Disorders of external ear,Other otitis externa
3803,Disorders of external ear,Noninfective disorders of pinna
3804,Disorders of external ear,Impacted cerumen
3805,Disorders of external ear,Acquired stenosis of external ear canal
3808,Disorders of external ear,Other disorders of external ear
3809,Disorders of external ear,Unspecified
3810,Nonsuppurative otitis media and Eustachian tube disorders,Acute nonsuppurative otitis media
3811,Nonsuppurative otitis media and Eustachian tube disorders,Chronic serous otitis media
3812,Nonsuppurative otitis media and Eustachian tube disorders,Chronic mucoid otitis media
3813,Nonsuppurative otitis media and Eustachian tube disorders,Other and unspecified chronic nonsuppurative otitis media
3814,Nonsuppurative otitis media and Eustachian tube disorders,"Nonsuppurative otitis media, not specified as acute or chronic"
3815,Nonsuppurative otitis media and Eustachian tube disorders,Eustachian salpingitis
3816,Nonsuppurative otitis media and Eustachian tube disorders,Obstruction of Eustachian tube
3817,Nonsuppurative otitis media and Eustachian tube disorders,Patulous Eustachian tube
3818,Nonsuppurative otitis media and Eustachian tube disorders,Other disorders of Eustachian tube
3819,Nonsuppurative otitis media and Eustachian tube disorders,Unspecified Eustachian tube disorder
3820,Suppurative and unspecified otitis media,Acute suppurative otitis media
3821,Suppurative and unspecified otitis media,Chronic tubotympanic suppurative otitis media
3822,Suppurative and unspecified otitis media,Chronic atticoantral suppurative otitis media
3823,Suppurative and unspecified otitis media,Unspecified chronic suppurative otitis media
3824,Suppurative and unspecified otitis media,Unspecified suppurative otitis media
3829,Suppurative and unspecified otitis media,Unspecified otitis media
3830,Mastoiditis and related conditions,Acute mastoiditis
3831,Mastoiditis and related conditions,Chronic mastoiditis
3832,Mastoiditis and related conditions,Petrositis
3833,Mastoiditis and related conditions,Complications following mastoidectomy
3838,Mastoiditis and related conditions,Other
3839,Mastoiditis and related conditions,Unspecified mastoiditis
3840,Other disorders of tympanic membrane,Acute myringitis without mention of otitis media
3841,Other disorders of tympanic membrane,Chronic myringitis without mention of otitis media
3842,Other disorders of tympanic membrane,Perforation of tympanic membrane
3848,Other disorders of tympanic membrane,Other
3849,Other disorders of tympanic membrane,Unspecified
3850,Other disorders of middle ear and mastoid,Tympanosclerosis
3851,Other disorders of middle ear and mastoid,Adhesive middle ear disease
3852,Other disorders of middle ear and mastoid,Other acquired abnormality of ear ossicles
3853,Other disorders of middle ear and mastoid,Cholesteatoma of middle ear and mastoid
3858,Other disorders of middle ear and mastoid,Other
3859,Other disorders of middle ear and mastoid,Unspecified
3860,Vertiginous syndromes and other disorders of vestibular system,Meniere's disease
3861,Vertiginous syndromes and other disorders of vestibular system,Other and unspecified peripheral vertigo
3862,Vertiginous syndromes and other disorders of vestibular system,Vertigo of central origin
3863,Vertiginous syndromes and other disorders of vestibular system,Labyrinthitis
3864,Vertiginous syndromes and other disorders of vestibular system,Labyrinthine fistula
3865,Vertiginous syndromes and other disorders of vestibular system,Labyrinthine dysfunction
3868,Vertiginous syndromes and other disorders of vestibular system,Other disorders of labyrinth
3869,Vertiginous syndromes and other disorders of vestibular system,Unspecified vertiginous syndromes and labyrinthine disorders
3870,Otosclerosis,"Otosclerosis involving oval window, nonobliterative"
3871,Otosclerosis,"Otosclerosis involving oval window, obliterative"
3872,Otosclerosis,Cochlear otosclerosis
3878,Otosclerosis,Other
3879,Otosclerosis,Unspecified
3880,Other disorders of ear,Degenerative and vascular disorders of ear
3881,Other disorders of ear,Noise effects on inner ear
3882,Other disorders of ear,"Sudden hearing loss, unspecified"
3883,Other disorders of ear,Tinnitus
3884,Other disorders of ear,Other abnormal auditory perception
3885,Other disorders of ear,Disorders of acoustic nerve
3886,Other disorders of ear,Otorrhoea
3887,Other disorders of ear,Otalgia
3888,Other disorders of ear,Other
3889,Other disorders of ear,Unspecified
3890,Deafness,Conductive deafness
3891,Deafness,Sensorineural deafness
3892,Deafness,Mixed conductive and sensorineural deafness
3897,Deafness,"Deaf mutism, not elsewhere classifiable"
3898,Deafness,Other specified forms of deafness
3899,Deafness,Unspecified deafness
3900,Rheumatic fever without mention of heart involvement,Rheumatic fever without mention of heart involvement
3910,Rheumatic fever with heart involvement,Acute rheumatic pericarditis
3911,Rheumatic fever with heart involvement,Acute rheumatic endocarditis
3912,Rheumatic fever with heart involvement,Acute rheumatic myocarditis
3918,Rheumatic fever with heart involvement,Other acute rheumatic heart disease
3919,Rheumatic fever with heart involvement,"Acute rheumatic heart disease, unspecified"
3920,Rheumatic chorea,With heart involvement
3929,Rheumatic chorea,Without mention of heart involvement
3930,Chronic rheumatic pericarditis,Chronic rheumatic pericarditis
3940,Diseases of mitral valve,Mitral stenosis
3941,Diseases of mitral valve,Rheumatic mitral insufficiency
3942,Diseases of mitral valve,Mitral stenosis with insufficiency
3949,Diseases of mitral valve,Other and unspecified diseases of mitral valve
3950,Diseases of aortic valve,Rheumatic aortic stenosis
3951,Diseases of aortic valve,Rheumatic aortic insufficiency
3952,Diseases of aortic valve,Rheumatic aortic stenosis with insufficiency
3959,Diseases of aortic valve,Other and unspecified
3960,Diseases of mitral and aortic valves,Diseases of mitral and aortic valves
3970,Diseases of other endocardial structures,Diseases of tricuspid valve
3971,Diseases of other endocardial structures,Rheumatic diseases of pulmonary valve
3979,Diseases of other endocardial structures,"Rheumatic diseases of endocardium, valve unspecified"
3980,Other rheumatic heart disease,Rheumatic myocarditis
3989,Other rheumatic heart disease,Other and unspecified
4010,Essential hypertension,Specified as malignant
4011,Essential hypertension,Specified as benign
4019,Essential hypertension,Not specified as malignant or benign
4020,Hypertensive heart disease,Specified as malignant
4021,Hypertensive heart disease,Specified as benign
4029,Hypertensive heart disease,Not specified as malignant or benign
4030,Hypertensive renal disease,Specified as malignant
4031,Hypertensive renal disease,Specified as benign
4039,Hypertensive renal disease,Not specified as malignant or benign
4040,Hypertensive heart and renal disease,Specified as malignant
4041,Hypertensive heart and renal disease,Specified as benign
4049,Hypertensive heart and renal disease,Not specified as malignant or benign
4050,Secondary hypertension,Specified as malignant
4051,Secondary hypertension,Specified as benign
4059,Secondary hypertension,Not specified as malignant or benign
4100,Acute myocardial infarction,Acute myocardial infarction
4110,Other acute and subacute forms of ischaemic heart disease,Other acute and subacute forms of ischaemic heart disease
4120,Old myocardial infarction,Old myocardial infarction
4130,Angina pectoris,Angina pectoris
4140,Other forms of chronic ischaemic heart disease,Coronary atherosclerosis
4141,Other forms of chronic ischaemic heart disease,Aneurysm of heart
4148,Other forms of chronic ischaemic heart disease,Other
4149,Other forms of chronic ischaemic heart disease,Unspecified
4150,Acute pulmonary heart disease,Acute cor pulmonale
4151,Acute pulmonary heart disease,Pulmonary embolism
4160,Chronic pulmonary heart disease,Primary pulmonary hypertension
4161,Chronic pulmonary heart disease,Kyphoscoliotic heart disease
4168,Chronic pulmonary heart disease,Other
4169,Chronic pulmonary heart disease,"Pulmonary heart disease, unspecified"
4170,Other diseases of pulmonary circulation,Arteriovenous fistula of pulmonary vessels
4171,Other diseases of pulmonary circulation,Aneurysm of pulmonary artery
4178,Other diseases of pulmonary circulation,Other
4179,Other diseases of pulmonary circulation,Unspecified
4200,Acute pericarditis,Pericarditis in diseases classified elsewhere
4209,Acute pericarditis,Other and unspecified acute pericarditis
4210,Acute and subacute endocarditis,Acute and subacute bacterial endocarditis
4211,Acute and subacute endocarditis,Acute and subacute infective endocarditis in diseases classified elsewhere
4219,Acute and subacute endocarditis,"Acute endocarditis, unspecified"
4220,Acute myocarditis,Acute myocarditis in diseases classified elsewhere
4229,Acute myocarditis,Other and unspecified acute myocarditis
4230,Other diseases of pericardium,Haemopericardium
4231,Other diseases of pericardium,Adhesive pericarditis
4232,Other diseases of pericardium,Constrictive pericarditis
4238,Other diseases of pericardium,Other
4239,Other diseases of pericardium,Unspecified
4240,Other diseases of endocardium,Mitral valve disorders
4241,Other diseases of endocardium,Aortic valve disorders
4242,Other diseases of endocardium,"Tricuspid valve disorders, specified as nonrheumatic"
4243,Other diseases of endocardium,Pulmonary valve disorders
4249,Other diseases of endocardium,"Endocarditis, valve unspecified"
4250,Cardiomyopathy,Endomyocardial fibrosis
4251,Cardiomyopathy,Hypertrophic obstructive cardiomyopathy
4252,Cardiomyopathy,Obscure cardiomyopathy of Africa
4253,Cardiomyopathy,Endocardial fibroelastosis
4254,Cardiomyopathy,Other primary cardiomyopathies
4255,Cardiomyopathy,Alcoholic cardiomyopathy
4256,Cardiomyopathy,Cardiomyopathy in Chagas's disease
4257,Cardiomyopathy,Nutritional and metabolic cardiomyopathies
4258,Cardiomyopathy,Cardiomyopathy in other diseases classified elsewhere
4259,Cardiomyopathy,"Secondary cardiomyopathy, unspecified"
4260,Conduction disorders,"Atrioventricular block, complete"
