icd_version,cause,cause_description,harmonized_category,harmonized_category_name,classification_confidence
ICD-6 (1950-1957),2000,Lymphosarcoma and reticulosarcoma,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2010,Hodgkin's disease,other,Other and Unclassified,low
ICD-6 (1950-1957),2020,Other forms of lymphoma (reticulosis),neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2030,Multiple myeloma (plasmocytoma),other,Other and Unclassified,low
ICD-6 (1950-1957),2040,Leukaemia and aleukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2041,Leukaemia and aleukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2042,Leukaemia and aleukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2043,Leukaemia and aleukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2044,Leukaemia and aleukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2050,Mycosis fungoides,other,Other and Unclassified,low
ICD-6 (1950-1957),2100,Benign neoplasm of buccal cavity and pharynx,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2110,Benign neoplasm of other parts of digestive system,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2120,Benign neoplasm of respiratory system,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2140,Uterine fibromyoma,other,Other and Unclassified,low
ICD-6 (1950-1957),2150,Other benign neoplasm of uterus,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2160,Benign neoplasm of ovary,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2170,Benign neoplasm of other female genital organs,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2190,Benign neoplasm of kidney and other urinary organs,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2210,Pilonidal cyst,other,Other and Unclassified,low
ICD-6 (1950-1957),2220,Other benign neoplasm of skin,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2230,Benign neoplasm of brain and other parts of nervous system,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2240,Benign neoplasm of endocrine glands,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2250,Benign neoplasm of bone and cartilage,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2260,Lipoma,other,Other and Unclassified,low
ICD-6 (1950-1957),2270,Other benign neoplasm of muscular and connective tissue,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2280,Haemangioma and lymphangioma,other,Other and Unclassified,low
ICD-6 (1950-1957),2290,Benign neoplasm of other and unspecified organs and tissues,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-6 (1950-1957),2300,Neoplasm of unspecified nature of digestive organs,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2310,Neoplasm of unspecified nature of respiratory organs,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2330,Neoplasm of unspecified nature of uterus,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2340,Neoplasm of unspecified nature of ovary,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2360,Neoplasm of unspecified nature of other genito-urinary organs,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2370,Neoplasm of unspecified nature of brain and other parts of nervous system,nervous_system,Diseases of the Nervous System,high
ICD-6 (1950-1957),2380,Neoplasm of unspecified nature of skin and musculo-skeletal system,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2390,Neoplasm of unspecified nature of other and unspecified organs,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-6 (1950-1957),2410,Asthma,respiratory,Diseases of the Respiratory System,medium
ICD-6 (1950-1957),2420,Angioneurotic oedema,other,Other and Unclassified,low
ICD-6 (1950-1957),2440,Allergic eczema,skin,Diseases of the Skin,medium
ICD-6 (1950-1957),2500,Simple goitre,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2510,Non-toxic nodular goitre,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2520,Thyrotoxicosis with or without goitre,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2530,Myxoedema and cretinism,skin,Diseases of the Skin,medium
ICD-6 (1950-1957),2540,Other diseases of thyroid gland,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2600,Diabetes mellitus,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2700,Disorders of pancreatic internal secretion other than diabetes mellitus,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2710,Diseases of parathyroid gland,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2720,Diseases of pituitary gland,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2730,Diseases of thymus gland,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2740,Diseases of adrenal glands,genitourinary,Diseases of the Genitourinary System,medium
ICD-6 (1950-1957),2760,Testicular dysfunction,other,Other and Unclassified,low
ICD-6 (1950-1957),2770,Polyglandular dysfunction and other diseases of endocrine glands,other,Other and Unclassified,low
ICD-6 (1950-1957),2800,Beriberi,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2810,Pellagra,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2820,Scurvy,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2830,Active rickets,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2840,Late effects of rickets,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2860,Other avitaminoses and nutritional deficiency states,other,Other and Unclassified,low
ICD-6 (1950-1957),2870,"Obesity, not specified as of endocrine origin",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2880,Gout,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2890,Other metabolic diseases,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-6 (1950-1957),2900,Pernicious and other hyperchromic anaemias,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2901,Pernicious and other hyperchromic anaemias,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2902,Pernicious and other hyperchromic anaemias,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2910,Iron deficiency anaemias (hypochromic anaemias),blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2920,Other anaemias of specified type,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2924,Other anaemias of specified type,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2930,Anaemia of unspecified type,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2940,Polycythaemia,other,Other and Unclassified,low
ICD-6 (1950-1957),2950,Haemophilia,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2960,Purpura and other haemorrhagic conditions,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2970,Agranulocytosis,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),2980,Diseases of spleen,other,Other and Unclassified,low
ICD-6 (1950-1957),2990,Other diseases of blood and blood-forming organs,other,Other and Unclassified,low
ICD-6 (1950-1957),3000,Schizophrenic disorders (dementia praecox),mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3010,Manic-depressive reaction,other,Other and Unclassified,low
ICD-6 (1950-1957),3020,Involutional melancholia,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3030,Paranoia and paranoid states,other,Other and Unclassified,low
ICD-6 (1950-1957),3040,Senile psychosis,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3050,Presenile psychosis,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3070,Alcoholic psychosis,Legal Drugs,Legal Drug-Related Deaths,override
ICD-6 (1950-1957),3090,Other and unspecified psychoses,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-6 (1950-1957),3100,Anxiety reaction without mention of somatic symptoms,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3110,Hysterical reaction without mention of anxiety reaction,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3130,Obsessive-compulsive reaction,other,Other and Unclassified,low
ICD-6 (1950-1957),3150,Psychoneurosis with somatic symptoms (somatization reaction) affecting circulatory system,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3160,Psychoneurosis with somatic symptoms (somatization reaction) affecting digestive system,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3170,Psychoneurosis with somatic symptoms (somatization reactions) affecting other systems,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3180,"Psychoneurotic disorders, other, mixed, and unspecified types",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-6 (1950-1957),3200,Pathological personality,other,Other and Unclassified,low
ICD-6 (1950-1957),3220,Alcoholism,Legal Drugs,Legal Drug-Related Deaths,override
ICD-6 (1950-1957),3221,Alcoholism,Legal Drugs,Legal Drug-Related Deaths,override
ICD-6 (1950-1957),3222,Alcoholism,Legal Drugs,Legal Drug-Related Deaths,override
ICD-6 (1950-1957),3230,Other drug addiction,Drugs,Drug-Related Deaths,override
ICD-6 (1950-1957),3250,Mental deficiency,mental_behavioral,Mental and Behavioral Disorders,medium
ICD-6 (1950-1957),3300,Subarachnoid haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-6 (1950-1957),3310,Cerebral haemorrhage,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3320,Cerebral embolism and thrombosis,circulatory,Diseases of the Circulatory System,high
ICD-6 (1950-1957),3330,Spasm of cerebral arteries,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3340,Other and ill-defined vascular lesions affecting central nervous system,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3400,"Meningitis, except meningococcal and tuberculous",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-6 (1950-1957),3401,"Meningitis, except meningococcal and tuberculous",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-6 (1950-1957),3402,"Meningitis, except meningococcal and tuberculous",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-6 (1950-1957),3403,"Meningitis, except meningococcal and tuberculous",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-6 (1950-1957),3410,Phlebitis and thrombophlebitis of intracranial venous sinuses,circulatory,Diseases of the Circulatory System,medium
ICD-6 (1950-1957),3420,Intracranial and intraspinal abscess,skin,Diseases of the Skin,medium
ICD-6 (1950-1957),3430,"Encephalitis, myelitis, and encephalomyelitis (except acute infectious)",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-6 (1950-1957),3440,Late effects of intracranial abscess or pyogenic infection,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-6 (1950-1957),3450,Multiple sclerosis,blood_immune,Blood and Immune System Disorders,medium
ICD-6 (1950-1957),3500,Paralysis agitans,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3510,Cerebral spastic infantile paralysis,nervous_system,Diseases of the Nervous System,high
ICD-6 (1950-1957),3520,Other cerebral paralysis,nervous_system,Diseases of the Nervous System,high
ICD-6 (1950-1957),3530,Epilepsy,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3540,Migraine,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3550,Other diseases of brain,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3560,Motor neurone disease and muscular atrophy,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
ICD-6 (1950-1957),3561,Motor neurone disease and muscular atrophy,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
ICD-6 (1950-1957),3562,Motor neurone disease and muscular atrophy,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
ICD-6 (1950-1957),3570,Other diseases of spinal cord,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
ICD-6 (1950-1957),3610,Trigeminal neuralgia,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3630,Sciatica,other,Other and Unclassified,low
ICD-6 (1950-1957),3640,Polyneuritis and polyradiculitis,nervous_system,Diseases of the Nervous System,medium
ICD-6 (1950-1957),3650,Erythroedema polyneuritica,other,Other and Unclassified,low
ICD-6 (1950-1957),3660,Other and unspecified forms of neuralgia and neuritis,nervous_system,Diseases of the Nervous System,high
ICD-6 (1950-1957),3670,Other diseases of cranial nerves,other,Other and Unclassified,low
ICD-6 (1950-1957),3680,Other diseases of peripheral nerves except autonomic,other,Other and Unclassified,low
ICD-6 (1950-1957),3720,Hordeolum (stye),other,Other and Unclassified,low
ICD-6 (1950-1957),3730,Iritis,other,Other and Unclassified,low
ICD-6 (1950-1957),3740,Keratitis,other,Other and Unclassified,low
ICD-6 (1950-1957),3760,Other inflammation of uveal tract,other,Other and Unclassified,low
ICD-6 (1950-1957),3770,Inflammation of optic nerve and retina,other,Other and Unclassified,low
ICD-6 (1950-1957),3780,Inflammation of lachrymal glands and ducts,other,Other and Unclassified,low
ICD-6 (1950-1957),3790,Other inflammatory diseases of eye,eye_ear,Diseases of Eye and Ear,medium
ICD-6 (1950-1957),3810,Corneal ulcer,digestive,Diseases of the Digestive System,medium
ICD-6 (1950-1957),3840,Strabismus,other,Other and Unclassified,low
ICD-6 (1950-1957),3850,Cataract,eye_ear,Diseases of Eye and Ear,medium
ICD-6 (1950-1957),3860,Detachment of retina,other,Other and Unclassified,low
ICD-6 (1950-1957),3870,Glaucoma,eye_ear,Diseases of Eye and Ear,medium
ICD-6 (1950-1957),3900,Otitis externa,eye_ear,Diseases of Eye and Ear,medium
ICD-6 (1950-1957),3910,Otitis media without mention of mastoiditis,eye_ear,Diseases of Eye and Ear,high
ICD-6 (1950-1957),3920,Otitis media with mastoiditis,eye_ear,Diseases of Eye and Ear,high
ICD-6 (1950-1957),3930,Mastoiditis without mention of otitis media,eye_ear,Diseases of Eye and Ear,high
ICD-6 (1950-1957),3940,Other inflammatory diseases of ear,eye_ear,Diseases of Eye and Ear,medium
ICD-6 (1950-1957),3950,Meniere's disease,other,Other and Unclassified,low
ICD-6 (1950-1957),3960,Other diseases of ear and mastoid process,eye_ear,Diseases of Eye and Ear,medium
ICD-6 (1950-1957),4000,Rheumatic fever without mention of heart involvement,infectious_diseases,Infectious and Parasitic Diseases,medium
