code,icd_version,original_description,harmonized_category,harmonized_category_name,classification_confidence
8177,ICD-7 (1958-1967),"Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8178,ICD-7 (1958-1967),Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8179,ICD-7 (1958-1967),Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8180,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8181,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8182,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8183,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8184,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8185,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8186,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8187,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8188,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8189,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with animal or animal-drawn vehicle - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8190,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8191,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8192,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8193,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8194,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8195,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8196,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8197,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8198,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8199,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with fixed or unspecified object - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8200,ICD-7 (1958-1967),"Motor vehicle traffic accident while boarding and alighting - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8201,ICD-7 (1958-1967),Motor vehicle traffic accident while boarding and alighting - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8202,ICD-7 (1958-1967),Motor vehicle traffic accident while boarding and alighting - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8203,ICD-7 (1958-1967),Motor vehicle traffic accident while boarding and alighting - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8204,ICD-7 (1958-1967),"Motor vehicle traffic accident while boarding and alighting - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8205,ICD-7 (1958-1967),Motor vehicle traffic accident while boarding and alighting - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8206,ICD-7 (1958-1967),Motor vehicle traffic accident while boarding and alighting - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8207,ICD-7 (1958-1967),"Motor vehicle traffic accident while boarding and alighting - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8208,ICD-7 (1958-1967),Motor vehicle traffic accident while boarding and alighting - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8209,ICD-7 (1958-1967),Motor vehicle traffic accident while boarding and alighting - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8210,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8211,ICD-7 (1958-1967),Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8212,ICD-7 (1958-1967),Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8213,ICD-7 (1958-1967),Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8214,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8215,ICD-7 (1958-1967),Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8216,ICD-7 (1958-1967),Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8217,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8218,ICD-7 (1958-1967),Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8219,ICD-7 (1958-1967),Motor vehicle traffic accident to rider of motorcycle without antecedent collision - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8220,ICD-7 (1958-1967),"Motor vehicle traffic accident involving overturning in roadway - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8221,ICD-7 (1958-1967),Motor vehicle traffic accident involving overturning in roadway - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8222,ICD-7 (1958-1967),Motor vehicle traffic accident involving overturning in roadway - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8223,ICD-7 (1958-1967),Motor vehicle traffic accident involving overturning in roadway - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8224,ICD-7 (1958-1967),"Motor vehicle traffic accident involving overturning in roadway - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8225,ICD-7 (1958-1967),Motor vehicle traffic accident involving overturning in roadway - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8226,ICD-7 (1958-1967),Motor vehicle traffic accident involving overturning in roadway - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8227,ICD-7 (1958-1967),"Motor vehicle traffic accident involving overturning in roadway - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8228,ICD-7 (1958-1967),Motor vehicle traffic accident involving overturning in roadway - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
