year,sex,age_group,deaths,population_age_group,mortality_rate_per_100k_age_group_population,mortality_rate_per_100k,denominator_label
1945,Female,75-84,63293,700000,9041.857142857143,9041.857142857143,age group population
1945,Male,75-84,53220,459000,11594.771241830065,11594.771241830065,age group population
1945,Female,85+,23124,121000,19110.743801652894,19110.743801652894,age group population
1945,Male,85+,12283,59000,20818.64406779661,20818.64406779661,age group population
1946,Female,0-4,16455,1592000,1033.6055276381908,1033.6055276381908,age group population
1946,Male,0-4,22420,1671000,1341.7115499700778,1341.7115499700778,age group population
1946,Female,5-14,1923,2723000,70.62063900110172,70.62063900110172,age group population
1946,Male,5-14,2569,2806000,91.55381325730578,91.55381325730578,age group population
1946,Female,15-24,4489,3022000,148.5440105890139,148.5440105890139,age group population
1946,Male,15-24,3830,1946000,196.81397738951696,196.81397738951696,age group population
1946,Female,25-34,6577,3305000,199.00151285930406,199.00151285930406,age group population
1946,Male,25-34,5988,2672000,224.10179640718562,224.10179640718562,age group population
1946,Female,35-44,9491,3403000,278.90096973258886,278.90096973258886,age group population
1946,Male,35-44,11139,3142000,354.5194143857416,354.5194143857416,age group population
1946,Female,45-54,17158,2947000,582.2192059721751,582.2192059721751,age group population
1946,Male,45-54,22371,2502000,894.1247002398081,894.1247002398081,age group population
1946,Female,55-64,32276,2427000,1329.8722702925422,1329.8722702925422,age group population
1946,Male,55-64,44445,1992000,2231.1746987951806,2231.1746987951806,age group population
1946,Female,65-74,59545,1719000,3463.932518906341,3463.932518906341,age group population
1946,Male,65-74,67077,1349000,4972.349888806523,4972.349888806523,age group population
1946,Female,75-84,66331,718000,9238.300835654596,9238.300835654596,age group population
1946,Male,75-84,56138,478000,11744.351464435145,11744.351464435145,age group population
1946,Female,85+,25357,123000,20615.447154471545,20615.447154471545,age group population
1946,Male,85+,13475,58000,23232.758620689656,23232.758620689656,age group population
1947,Female,0-4,18149,1716000,1057.6340326340326,1057.6340326340326,age group population
1947,Male,0-4,24465,1806000,1354.6511627906978,1354.6511627906978,age group population
1947,Female,5-14,1875,2746000,68.28113619810634,68.28113619810634,age group population
1947,Male,5-14,2595,2843000,91.27682026028842,91.27682026028842,age group population
1947,Female,15-24,4512,2955000,152.69035532994923,152.69035532994923,age group population
1947,Male,15-24,3986,2173000,183.43304187758858,183.43304187758858,age group population
1947,Female,25-34,6417,3311000,193.80851706433103,193.80851706433103,age group population
1947,Male,25-34,6458,3045000,212.08538587848932,212.08538587848932,age group population
1947,Female,35-44,9346,3410000,274.07624633431084,274.07624633431084,age group population
1947,Male,35-44,11199,3259000,343.63301626265724,343.63301626265724,age group population
1947,Female,45-54,17016,2974000,572.158708809684,572.158708809684,age group population
1947,Male,45-54,23177,2580000,898.3333333333333,898.3333333333333,age group population
1947,Female,55-64,31976,2444000,1308.3469721767594,1308.3469721767594,age group population
1947,Male,55-64,45722,2001000,2284.9575212393806,2284.9575212393806,age group population
1947,Female,65-74,61805,1755000,3521.6524216524213,3521.6524216524213,age group population
1947,Male,65-74,71398,1359000,5253.715967623252,5253.715967623252,age group population
1947,Female,75-84,71282,738000,9658.80758807588,9658.80758807588,age group population
1947,Male,75-84,61547,489000,12586.298568507156,12586.298568507156,age group population
1947,Female,85+,27474,125000,21979.199999999997,21979.199999999997,age group population
1947,Male,85+,15192,57000,26652.631578947367,26652.631578947367,age group population
1948,Female,0-4,13594,1780000,763.7078651685393,763.7078651685393,age group population
1948,Male,0-4,18191,1872000,971.741452991453,971.741452991453,age group population
1948,Female,5-14,1638,2784000,58.83620689655172,58.83620689655172,age group population
1948,Male,5-14,2196,2888000,76.0387811634349,76.0387811634349,age group population
1948,Female,15-24,3946,2932000,134.58390177353343,134.58390177353343,age group population
1948,Male,15-24,3598,2517000,142.94795391338897,142.94795391338897,age group population
1948,Female,25-34,5828,3289000,177.1967163271511,177.1967163271511,age group population
1948,Male,25-34,5875,3148000,186.6264294790343,186.6264294790343,age group population
1948,Female,35-44,8372,3419000,244.86692015209124,244.86692015209124,age group population
1948,Male,35-44,10423,3313000,314.6091156051917,314.6091156051917,age group population
1948,Female,45-54,16051,3010000,533.2558139534884,533.2558139534884,age group population
1948,Male,45-54,21964,2665000,824.1651031894934,824.1651031894934,age group population
1948,Female,55-64,30143,2470000,1220.3643724696358,1220.3643724696358,age group population
1948,Male,55-64,43534,2020000,2155.1485148514853,2155.1485148514853,age group population
1948,Female,65-74,57440,1790000,3208.9385474860337,3208.9385474860337,age group population
1948,Male,65-74,67168,1372000,4895.626822157435,4895.626822157435,age group population
1948,Female,75-84,65183,771000,8454.345006485084,8454.345006485084,age group population
1948,Male,75-84,55692,513000,10856.140350877193,10856.140350877193,age group population
1948,Female,85+,24776,135000,18352.59259259259,18352.59259259259,age group population
1948,Male,85+,13033,62000,21020.967741935485,21020.967741935485,age group population
1949,Female,0-4,12093,1803000,670.7154742096506,670.7154742096506,age group population
1949,Male,0-4,16430,1898000,865.6480505795575,865.6480505795575,age group population
1949,Female,5-14,1515,2844000,53.270042194092824,53.270042194092824,age group population
1949,Male,5-14,2116,2952000,71.68021680216802,71.68021680216802,age group population
1949,Female,15-24,3490,2904000,120.17906336088154,120.17906336088154,age group population
1949,Male,15-24,3652,2526000,144.57640538400634,144.57640538400634,age group population
1949,Female,25-34,5381,3253000,165.41653857977252,165.41653857977252,age group population
1949,Male,25-34,5501,3135000,175.47049441786285,175.47049441786285,age group population
1949,Female,35-44,8506,3427000,248.20542748759848,248.20542748759848,age group population
1949,Male,35-44,10413,3336000,312.14028776978415,312.14028776978415,age group population
1949,Female,45-54,16430,3051000,538.5119632907243,538.5119632907243,age group population
1949,Male,45-54,22973,2739000,838.7367652427893,838.7367652427893,age group population
1949,Female,55-64,31934,2490000,1282.4899598393574,1282.4899598393574,age group population
1949,Male,55-64,45865,2026000,2263.8203356367226,2263.8203356367226,age group population
1949,Female,65-74,64385,1816000,3545.4295154185024,3545.4295154185024,age group population
1949,Male,65-74,73190,1376000,5319.040697674419,5319.040697674419,age group population
1949,Female,75-84,75841,792000,9575.88383838384,9575.88383838384,age group population
1949,Male,75-84,63620,527000,12072.106261859582,12072.106261859582,age group population
1949,Female,85+,30456,140000,21754.285714285714,21754.285714285714,age group population
1949,Male,85+,16182,65000,24895.384615384617,24895.384615384617,age group population
1950,Female,0-4,10639,1818000,585.2035203520352,585.2035203520352,age group population
1950,Male,0-4,14265,1907000,748.0335605663345,748.0335605663345,age group population
1950,Female,5-14,1362,2894000,47.062888735314445,47.062888735314445,age group population
1950,Male,5-14,1979,3011000,65.72567253404185,65.72567253404185,age group population
1950,Female,15-24,2741,2899000,94.54984477406002,94.54984477406002,age group population
1950,Male,15-24,3434,2832000,121.25706214689265,121.25706214689265,age group population
1950,Female,25-34,4665,3220000,144.87577639751552,144.87577639751552,age group population
1950,Male,25-34,5386,3188000,168.94604767879548,168.94604767879548,age group population
1950,Female,35-44,7955,3431000,231.85660157388517,231.85660157388517,age group population
1950,Male,35-44,9865,3381000,291.77758059745634,291.77758059745634,age group population
1950,Female,45-54,16363,3088000,529.889896373057,529.889896373057,age group population
1950,Male,45-54,23323,2822000,826.4705882352941,826.4705882352941,age group population
1950,Female,55-64,31685,2513000,1260.8436132113013,1260.8436132113013,age group population
1950,Male,55-64,45886,2038000,2251.521099116781,2251.521099116781,age group population
1950,Female,65-74,63878,1841000,3469.7447039652366,3469.7447039652366,age group population
1950,Male,65-74,73592,1380000,5332.753623188406,5332.753623188406,age group population
1950,Female,75-84,78407,812000,9656.03448275862,9656.03448275862,age group population
1950,Male,75-84,66398,542000,12250.553505535056,12250.553505535056,age group population
1950,Female,85+,31454,145000,21692.41379310345,21692.41379310345,age group population
1950,Male,85+,17024,68000,25035.29411764706,25035.29411764706,age group population
1951,Female,0-4,10326,1819000,567.6745464540957,567.6745464540957,age group population
1951,Male,0-4,14030,1910000,734.5549738219896,734.5549738219896,age group population
1951,Female,5-14,1215,2945000,41.25636672325977,41.25636672325977,age group population
1951,Male,5-14,1884,3064000,61.48825065274151,61.48825065274151,age group population
1951,Female,15-24,2212,2857000,77.42387119355968,77.42387119355968,age group population
1951,Male,15-24,3112,2750000,113.16363636363637,113.16363636363637,age group population
1951,Female,25-34,4198,3219000,130.41317179248213,130.41317179248213,age group population
1951,Male,25-34,5058,3148000,160.67344345616263,160.67344345616263,age group population
1951,Female,35-44,7838,3385000,231.55096011816838,231.55096011816838,age group population
1951,Male,35-44,9713,3285000,295.67732115677325,295.67732115677325,age group population
1951,Female,45-54,16645,3129000,531.9590923617769,531.9590923617769,age group population
1951,Male,45-54,24799,2878000,861.6747741487144,861.6747741487144,age group population
1951,Female,55-64,33280,2553000,1303.5644339992166,1303.5644339992166,age group population
1951,Male,55-64,49367,2033000,2428.283325135268,2428.283325135268,age group population
1951,Female,65-74,69671,1887000,3692.1568627450984,3692.1568627450984,age group population
1951,Male,65-74,80670,1372000,5879.737609329446,5879.737609329446,age group population
1951,Female,75-84,87402,837000,10442.293906810037,10442.293906810037,age group population
1951,Male,75-84,74315,543000,13686.003683241252,13686.003683241252,age group population
1951,Female,85+,34869,140000,24906.428571428572,24906.428571428572,age group population
1951,Male,85+,18776,61000,30780.32786885246,30780.32786885246,age group population
1952,Female,0-4,9318,1711000,544.593804792519,544.593804792519,age group population
1952,Male,0-4,12593,1794000,701.9509476031216,701.9509476031216,age group population
1952,Female,5-14,1177,3085000,38.15235008103728,38.15235008103728,age group population
1952,Male,5-14,1734,3216000,53.9179104477612,53.9179104477612,age group population
1952,Female,15-24,1819,2838000,64.09443269908387,64.09443269908387,age group population
1952,Male,15-24,3039,2719000,111.76903273262229,111.76903273262229,age group population
1952,Female,25-34,3531,3220000,109.65838509316771,109.65838509316771,age group population
1952,Male,25-34,4525,3158000,143.28689043698543,143.28689043698543,age group population
1952,Female,35-44,6966,3329000,209.2520276359267,209.2520276359267,age group population
1952,Male,35-44,8890,3228000,275.4027261462206,275.4027261462206,age group population
1952,Female,45-54,15476,3160000,489.7468354430379,489.7468354430379,age group population
1952,Male,45-54,23322,2948000,791.112618724559,791.112618724559,age group population
