code,icd_version,harmonized_category,harmonized_category_name,classification_confidence,notes
X855,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X855)
X858,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X858)
X859,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X859)
X862,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X862)
X880,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X880)
X884,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X884)
X888,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X888)
X889,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X889)
X890,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X890)
X894,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X894)
X896,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X896)
X900,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X900)
X909,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X909)
X910,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X910)
X911,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X911)
X912,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X912)
X914,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X914)
X915,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X915)
X916,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X916)
X917,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X917)
X918,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X918)
X919,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X919)
X920,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X920)
X921,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X921)
X923,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X923)
X928,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X928)
X929,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X929)
X930,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X930)
X934,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X934)
X935,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X935)
X938,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X938)
X940,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X940)
X943,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X943)
X944,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X944)
X945,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X945)
X946,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X946)
X947,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X947)
X948,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X948)
X949,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X949)
X950,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X950)
X951,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X951)
X952,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X952)
X954,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X954)
X955,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X955)
X957,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X957)
X958,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X958)
X959,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X959)
X960,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X960)
X962,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X962)
X968,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X968)
X969,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X969)
X970,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X970)
X971,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X971)
X974,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X974)
X975,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X975)
X976,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X976)
X977,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X977)
X978,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X978)
X979,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X979)
X990,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X990)
X991,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X991)
X992,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X992)
X993,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X993)
X994,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X994)
X995,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X995)
X996,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X996)
X997,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X997)
X998,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X998)
X999,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - intentional (X999)
Y000,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y000)
Y001,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y001)
Y002,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y002)
Y004,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y004)
Y005,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y005)
Y008,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y008)
Y009,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y009)
Y010,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y010)
Y016,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y016)
Y018,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y018)
Y019,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y019)
Y024,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y024)
Y025,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y025)
Y034,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y034)
Y038,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y038)
Y039,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y039)
Y040,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y040)
Y042,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y042)
Y044,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y044)
Y045,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y045)
Y046,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y046)
Y048,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y048)
Y049,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y049)
Y055,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y055)
Y061,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y061)
Y068,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y068)
Y069,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y069)
Y070,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y070)
Y071,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y071)
Y078,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y078)
Y079,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y079)
Y080,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y080)
Y081,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y081)
Y082,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y082)
Y084,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y084)
Y087,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y087)
Y088,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y088)
Y089,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y089)
Y090,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y090)
Y091,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: External causes - undetermined (Y091)
