code,description
0023,Typhoid and paratyphoid fevers - Paratyphoid fever C
0029,"Typhoid and paratyphoid fevers - Paratyphoid fever, unspecified"
0030,Other salmonella infections - Salmonella gastroenteritis
0031,Other salmonella infections - Salmonella septicaemia
0032,Other salmonella infections - Localized salmonella infections
0038,Other salmonella infections - Other
0039,Other salmonella infections - Unspecified
0040,Shigellosis - Shigella dysenteriae
0041,Shigellosis - Shigella flexneri
0071,Other protozoal intestinal diseases - Giardiasis
0072,Other protozoal intestinal diseases - Coccidiosis
0073,Other protozoal intestinal diseases - Intestinal trichomoniasis
0078,Other protozoal intestinal diseases - Other protozoal intestinal diseases
0113,Pulmonary tuberculosis - Tuberculosis of bronchus
0114,Pulmonary tuberculosis - Tuberculous fibrosis of lung
0115,Pulmonary tuberculosis - Tuberculous bronchiectasis
0116,Pulmonary tuberculosis - Tuberculous pneumonia (any form)
0117,Pulmonary tuberculosis - Tuberculous pneumothorax
0118,Pulmonary tuberculosis - Other pulmonary tuberculosis
0119,Pulmonary tuberculosis - Unspecified
0120,Other respiratory tuberculosis - Tuberculous pleurisy
0121,Other respiratory tuberculosis - Tuberculosis of intrathoracic lymph nodes
0122,Other respiratory tuberculosis - Isolated tracheal or bronchial tuberculosis
0123,Other respiratory tuberculosis - Tuberculous laryngitis
0128,Other respiratory tuberculosis - Other
0130,Tuberculosis of meninges and central nervous system - Tuberculous meningitis
0131,Tuberculosis of meninges and central nervous system - Tuberculoma of meninges
0138,Tuberculosis of meninges and central nervous system - Other
0139,Tuberculosis of meninges and central nervous system - Unspecified
0140,"Tuberculosis of intestines, peritoneum and mesenteric glands - Tuberculosis of intestines, peritoneum and mesenteric glands"
0112,Pulmonary tuberculosis - Tuberculosis of lung with cavitation
0111,"Pulmonary tuberculosis - Tuberculosis of lung, nodular"
0110,"Pulmonary tuberculosis - Tuberculosis of lung, infiltrative"
0086,Intestinal infections due to other organisms - Enteritis due to specified virus
0079,Other protozoal intestinal diseases - Unspecified
0080,Intestinal infections due to other organisms - Escherichia coli
0081,Intestinal infections due to other organisms - Arizona
0082,Intestinal infections due to other organisms - Aerobacter aerogenes
0083,Intestinal infections due to other organisms - Proteus (mirabilis) (morganii)
0084,Intestinal infections due to other organisms - Other specified bacteria
0085,"Intestinal infections due to other organisms - Bacterial enteritis, unspecified"
0088,"Intestinal infections due to other organisms - Other organism, not elsewhere classified"
0109,Primary tuberculous infection - Unspecified
0090,"Ill-defined intestinal infections - Infectious colitis, enteritis and gastroenteritis"
0091,"Ill-defined intestinal infections - Colitis, enteritis and gastroenteritis of presumed infectious origin"
0092,Ill-defined intestinal infections - Infectious diarrhoea
0093,"Ill-defined intestinal infections - Diarrhoea, of presumed infectious origin"
0100,Primary tuberculous infection - Primary tuberculous complex
0101,Primary tuberculous infection - Tuberculous pleurisy in primary progressive tuberculosis
0108,Primary tuberculous infection - Other primary progressive tuberculosis
0368,Meningococcal infection - Other
0369,Meningococcal infection - Unspecified
0370,Tetanus - Tetanus
0621,Mosquito-borne viral encephalitis - Western equine encephalitis
0623,Mosquito-borne viral encephalitis - St. Louis encephalitis
0624,Mosquito-borne viral encephalitis - Australian encephalitis
0625,Mosquito-borne viral encephalitis - California virus encephalitis
0628,Mosquito-borne viral encephalitis - Other
0629,Mosquito-borne viral encephalitis - Unspecified
0630,Tick-borne viral encephalitis - Russian spring-summer (taiga) encephalitis
0631,Tick-borne viral encephalitis - Louping ill
0632,Tick-borne viral encephalitis - Central european encephalitis
0638,Tick-borne viral encephalitis - Other
0639,Tick-borne viral encephalitis - Unspecified
0640,Viral encephalitis transmitted by other and unspecified arthropods - Viral encephalitis transmitted by other and unspecified arthropods
0650,Arthropod-borne haemorrhagic fever - Crimean haemorrhagic fever (CHF congo virus)
0651,Arthropod-borne haemorrhagic fever - Omsk haemorrhagic fever
0652,Arthropod-borne haemorrhagic fever - Kyasanur Forest disease
0653,Arthropod-borne haemorrhagic fever - Other tick-borne haemorrhagic fever
0654,Arthropod-borne haemorrhagic fever - Mosquito-borne haemorrhagic fever
0658,Arthropod-borne haemorrhagic fever - Other
0622,Mosquito-borne viral encephalitis - Eastern equine encephalitis
0620,Mosquito-borne viral encephalitis - Japanese encephalitis
0380,Septicaemia - Streptococcal septicaemia
0610,Dengue - Dengue
0549,Herpes simplex - Herpes simplex without mention of complication
0550,Measles - Postmeasles encephalitis
0551,Measles - Postmeasles pneumonia
0552,Measles - Postmeasles otitis
0557,Measles - With other complications
0558,Measles - With unspecified complication
0559,Measles - Measles without mention of complication
0560,Rubella - With neurological complications
0567,Rubella - With other complications
0568,Rubella - With unspecified complications
0569,Rubella - Rubella without mention of complication
0570,Other viral exanthemata - Erythema infectiosum (fifth disease)
0578,Other viral exanthemata - Other
0579,Other viral exanthemata - Unspecified
0600,Yellow fever - Sylvatic
0601,Yellow fever - Urban
0609,Yellow fever - Unspecified
0659,Arthropod-borne haemorrhagic fever - Unspecified
0660,Other arthropod-borne viral diseases - Phlebotomus fever
0661,Other arthropod-borne viral diseases - Tick-borne fever
0662,Other arthropod-borne viral diseases - Venezuelan equine fever
0740,Specific diseases due to Coxsackie virus - Herpangina
0741,Specific diseases due to Coxsackie virus - Epidemic pleurodynia
0742,Specific diseases due to Coxsackie virus - Coxsackie carditis
0743,"Specific diseases due to Coxsackie virus - Hand, foot and mouth disease"
0748,Specific diseases due to Coxsackie virus - Other
0750,Infectious mononucleosis - Infectious mononucleosis
0760,Trachoma - Initial stage
0761,Trachoma - Active stage
0769,Trachoma - Unspecified
0770,Other diseases of conjunctiva due to viruses and chlamydiae - Inclusion conjunctivitis
0771,Other diseases of conjunctiva due to viruses and chlamydiae - Epidemic keratoconjunctivitis
0772,Other diseases of conjunctiva due to viruses and chlamydiae - Pharyngoconjunctival fever
0773,Other diseases of conjunctiva due to viruses and chlamydiae - Other adenoviral conjunctivitis
0774,Other diseases of conjunctiva due to viruses and chlamydiae - Epidemic haemorrhagic conjunctivitis
0778,Other diseases of conjunctiva due to viruses and chlamydiae - Other viral conjunctivitis
0779,Other diseases of conjunctiva due to viruses and chlamydiae - Unspecified
0780,Other diseases due to viruses and chlamydiae - Molluscum contagiosum
0730,Ornithosis - Ornithosis
0729,Mumps - Mumps without mention of complication
0728,Mumps - Mumps with unspecified complication
0704,Viral hepatitis - Other specified viral hepatitis with hepatic coma
0663,Other arthropod-borne viral diseases - Other mosquito-borne fever
0668,Other arthropod-borne viral diseases - Other
0669,Other arthropod-borne viral diseases - Unspecified
0700,Viral hepatitis - Viral hepatitis A with hepatic coma
0701,Viral hepatitis - Viral hepatitis A without mention of hepatic coma
0702,Viral hepatitis - Viral hepatitis B with hepatic coma
0703,Viral hepatitis - Viral hepatitis B without mention of hepatic coma
0705,Viral hepatitis - Other specified viral hepatitis without mention of hepatic coma
0727,Mumps - Mumps with other complications
0706,Viral hepatitis - Unspecified viral hepatitis with hepatic coma
0709,Viral hepatitis - Unspecified viral hepatitis without mention of hepatic coma
0710,Rabies - Rabies
0720,Mumps - Mumps orchitis
0721,Mumps - Mumps meningitis
0722,Mumps - Mumps encephalitis
0723,Mumps - Mumps pancreatitis
0548,Herpes simplex - With unspecified complication
0547,Herpes simplex - With other complications
0546,Herpes simplex - Herpetic whitlow
0449,"Other human immunodeficiency virus infection - Human immunodeficiency virus infection, unspecified"
0412,Bacterial infection in conditions classified elsewhere and of unspecified site - Pneumococcus
0413,Bacterial infection in conditions classified elsewhere and of unspecified site - Friedlander's bacillus
0414,Bacterial infection in conditions classified elsewhere and of unspecified site - Escherichia coli
0415,Bacterial infection in conditions classified elsewhere and of unspecified site - Haemophilus influenzae (H. influenzae)
0416,Bacterial infection in conditions classified elsewhere and of unspecified site - Proteus (mirabilis) (morganii)
0417,Bacterial infection in conditions classified elsewhere and of unspecified site - Pseudomonas
0418,Bacterial infection in conditions classified elsewhere and of unspecified site - Other
0419,"Bacterial infection in conditions classified elsewhere and of unspecified site - Bacterial infection, unspecified"
0420,Human immunodeficiency virus (HIV) infection with specified conditions - HIV with specified conditions
0421,Human immunodeficiency virus (HIV) infection with specified conditions - HIV causing other specified infections
0422,Human immunodeficiency virus (HIV) infection with specified conditions - HIV with specified malignant neoplasms
0429,Human immunodeficiency virus (HIV) infection with specified conditions - Acquired immunodeficiency syndrome unspecified
0430,Human immunodeficiency virus (HIV) infection causing other specified conditions - HIV causing lymphadenopathy
0431,Human immunodeficiency virus (HIV) infection causing other specified conditions - HIV causing specified diseases of the central nervous system
0432,Human immunodeficiency virus (HIV) infection causing other specified conditions - HIV causing other disorders invoving the immune mechanism
0433,Human immunodeficiency virus (HIV) infection causing other specified conditions - HIV causing other specified infections
0439,Human immunodeficiency virus (HIV) infection causing other specified conditions - Acquired immunodeficiency syndrome-related complex unspecified
0411,Bacterial infection in conditions classified elsewhere and of unspecified site - Staphylococcus
0410,Bacterial infection in conditions classified elsewhere and of unspecified site - Streptococcus
0408,Other bacterial diseases - Other bacterial diseases
0391,Actinomycotic infections - Pulmonary
0381,Septicaemia - Staphylococcal septicaemia
0382,Septicaemia - Pneumococcal septicaemia
0383,Septicaemia - Septicaemia due to anaerobes
0384,Septicaemia - Septicaemia due to other gram-negative organisms
0388,Septicaemia - Other specified septicaemias
0389,Septicaemia - Unspecified septicaemia
0390,Actinomycotic infections - Cutaneous
0392,Actinomycotic infections - Abdominal
0403,Other bacterial diseases - Necrobacillosis
0393,Actinomycotic infections - Cervicofacial
0394,Actinomycotic infections - Madura foot
0398,Actinomycotic infections - Of other specified sites
0399,Actinomycotic infections - Of unspecified site
0400,Other bacterial diseases - Gas gangrene
0401,Other bacterial diseases - Rhinoscleroma
0402,Other bacterial diseases - Whipple's disease
0440,Other human immunodeficiency virus infection - Causing specified acute infections
0450,Acute poliomyelitis - Acute paralytic poliomyelitis specified as bulbar
0545,Herpes simplex - Herpetic septicaemia
0451,Acute poliomyelitis - Acute poliomyelitis with other paralysis
0509,"Smallpox - Smallpox, unspecified"
0510,Cowpox and paravaccinia - Cowpox
0511,Cowpox and paravaccinia - Pseudocowpox
0512,Cowpox and paravaccinia - Contagious pustular dermatitis
0519,"Cowpox and paravaccinia - Paravaccinia, unspecified"
0520,Chickenpox - Chickenpox
0530,Herpes zoster - With meningitis
0531,Herpes zoster - With other nervous system complications
0532,Herpes zoster - With ophthalmic complications
0537,Herpes zoster - With other complications
0538,Herpes zoster - With unspecified complications
0539,Herpes zoster - Herpes zoster without mention of complication
0540,Herpes simplex - Eczema herpeticum
0541,Herpes simplex - Genital herpes
0542,Herpes simplex - Herpetic gingivostomatitis
0543,Herpes simplex - Herpetic meningoencephalitis
0544,Herpes simplex - With ophthalmic complications
0502,Smallpox - Modified smallpox
0501,Smallpox - Alastrim
0500,Smallpox - Variola major
0469,Slow virus infection of central nervous system - Unspecified
0452,Acute poliomyelitis - Acute nonparalytic poliomyelitis
0459,"Acute poliomyelitis - Acute poliomyelitis, unspecified"
0460,Slow virus infection of central nervous system - Kuru
0461,Slow virus infection of central nervous system - Jakob-Creutzfeldt disease
0462,Slow virus infection of central nervous system - Subacute sclerosing panencephalitis
0463,Slow virus infection of central nervous system - Progressive multifocal leucoencephalopathy
0468,Slow virus infection of central nervous system - Other
0470,Meningitis due to enterovirus - Coxsackie virus
0499,Other non-arthropod-borne viral diseases of central nervous system - Unspecified
0471,Meningitis due to enterovirus - ECHO virus
0478,Meningitis due to enterovirus - Other
0479,Meningitis due to enterovirus - Unspecified
0480,Other enterovirus diseases of central nervous system - Other enterovirus diseases of central nervous system
0490,Other non-arthropod-borne viral diseases of central nervous system - Lymphocytic choriomeningitis
0491,Other non-arthropod-borne viral diseases of central nervous system - Meningitis due to adenovirus
0498,Other non-arthropod-borne viral diseases of central nervous system - Other
1480,Malignant neoplasm of hypopharynx - Postcricoid region
